name,city,state,price,lat,lon
Denver,Denver,IA,3.499,42.6713752,-92.3372158
Denver,Denver,NC,3.189,35.5312452,-81.0297994
Derby,Derby,VT,3.539,44.9474125,-72.1339323
Des Moines,Des Moines,IA,3.05433333,41.5868654,-93.6249494
Des Plaines,Des Plaines,IL,3.394,42.0415823,-87.8873916
Detroit Lakes,Detroit Lakes,MN,3.499,46.817181,-95.845325
Detroit,Detroit,MI,3.6990000000000003,42.3315509,-83.0466403
Devils Lake,Devils Lake,ND,3.24483333,48.112779,-98.86512
Devine,Devine,TX,3.03233333,29.1399633,-98.905306
Dewey,Dewey,AZ,3.219,34.5297551,-112.2421149
Dewey,Dewey,OK,3.154,35.9795036,-98.9816579
Dewitt,Dewitt,MI,3.6790000000000003,42.8424784,-84.5697965
Dexter,Dexter,MI,3.6123333333333334,42.3372998,-83.8842
Dexter,Dexter,MO,3.40233333,36.7937232,-89.9559808
Diamond,Diamond,OH,3.45233333,41.0989463,-81.022871
Diboll,Diboll,TX,3.015666665,31.1871319,-94.7810412
Dickinson,Dickinson,ND,3.523999995,46.8791756,-102.7896242
Dickson,Dickson,TN,3.0945555500000004,36.1459327,-87.3480592
Dilley,Dilley,TX,3.1656666650000003,28.6695971,-99.1672017
Dillon,Dillon,MT,3.689,45.2141249,-112.6346079
Dillon,Dillon,SC,3.17955555,34.4014089,-79.3864339
Disputanta,Disputanta,VA,3.228999998,37.1237095,-77.2241782
Divernon,Divernon,IL,3.499,39.5656082,-89.6573192
Dixon,Dixon,IL,3.489,41.8425197,-89.4814291
Dodge City,Dodge City,KS,3.662333333333333,37.7527982,-100.0170787
Dodgeville,Dodgeville,WI,3.489,42.9600059,-90.1304461
Donalsonville,Donalsonville,GA,3.349,31.0404625,-84.8790911
Donegal,Donegal,PA,3.259,40.112573,-79.3825351
Doniphan,Doniphan,NE,3.30733333,40.7720422,-98.3709442
Donna,Donna,TX,3.3289999999999997,26.1702082,-98.0522376
Doswell,Doswell,VA,3.299,37.8601402,-77.4641492
Dothan,Dothan,AL,3.630333332,31.2237285,-85.3934375
Douglas,Douglas,GA,3.4489999950000003,33.6995565,-84.7622973
Douglas,Douglas,WY,3.629,42.7595708,-105.382624
Douglass,Douglass,KS,3.264,37.5194642,-97.0128147
Douglassville,Douglassville,PA,3.799,40.2578714,-75.7263008
Dover Foxcroft,Dover Foxcroft,ME,3.86566666,45.183489,-69.2276
Dover,Dover,OH,3.399,40.5213381,-81.4741475
Downey,Downey,ID,3.799,42.4285297,-112.124407
Downs,Downs,IL,3.499,40.39698,-88.8706291
Dows,Dows,IA,3.299,42.6563906,-93.5009286
Draper,Draper,UT,3.44566666,40.5247777,-111.8627989
Drayton,Drayton,ND,3.56566666,48.5711277,-97.1780148
Drewryville,Drewryville,VA,3.049,36.7157055,-77.3063603
Dripping Springs,Dripping Springs,TX,3.049,30.1902067,-98.0866781
Drumright,Drumright,OK,3.119,35.9884013,-96.6011294
Drums,Drums,PA,3.77233333,41.018139,-75.9949252
Dryden,Dryden,ON,4.03843539,31.437149,-92.4003554
Du Bois,Du Bois,PA,4.034,39.9938139,-75.1749158
Dublin,Dublin,GA,3.2815925911111115,32.5404447,-82.903754
Dublin,Dublin,TX,3.159,32.086135,-98.3422331
Dublin,Dublin,VA,3.220666665,37.1046408,-80.6850558
Dubois,Dubois,ID,4.299,44.176298,-112.23082
Dubuque,Dubuque,IA,3.5065,42.5006243,-90.6647985
Dudley,Dudley,GA,3.83233333,32.5423872,-83.0704273
Duffield,Duffield,VA,3.55733333,36.711763,-82.793294
Dugald,Dugald,MB,3.6482932966666666,32.7191162,-96.7868971
Duluth,Duluth,MN,3.499,46.7838287,-92.1052679
Dumas,Dumas,AR,3.209,33.8875297,-91.4920132
Dumas,Dumas,TX,3.151222216666667,35.8614779,-101.9713726
Dumont,Dumont,CO,3.459,39.7646887,-105.600337
Duncan,Duncan,OK,3.13233333,34.5023029,-97.9578129
Duncan,Duncan,SC,3.3212222200000006,34.9378962,-82.1451096
Duncannon,Duncannon,PA,4.01511111,40.3931433,-77.0325751
Duncansville,Duncansville,PA,4.09011111,40.4234058,-78.433903
Duncombe,Duncombe,IA,3.059,42.4705006,-93.993355
Dundalk,Dundalk,MD,3.699,39.2624351,-76.4870585
Dundee,Dundee,IL,3.279,42.0989145,-88.2714689
Dundee,Dundee,MI,3.4965,41.9572676,-83.6596596
Dunn,Dunn,NC,3.516777776666667,35.3076902,-78.6093257
Dunseith,Dunseith,ND,3.499,48.813057,-100.060968
Durand,Durand,WI,3.43066666,44.6283703,-91.9676627
Durango,Durango,CO,3.299,37.2769484,-107.8766
Durant,Durant,OK,3.489,33.9919761,-96.3776762
Durham,Durham,NC,3.799,35.996653,-78.9018053
Duson,Duson,LA,3.1428888833333333,30.2378751,-92.1801925
Dwight,Dwight,IL,3.4232857142857145,41.0944767,-88.4250597
Dyer,Dyer,IN,3.649,41.4942021,-87.5217068
Dyersburg,Dyersburg,TN,3.40233333,36.0325216,-89.3866375
Eads,Eads,CO,3.47566666,38.4809954,-102.7817838
Eagle Pass,Eagle Pass,TX,3.3739999999999997,28.709211,-100.4992936
Eagle,Eagle,MI,3.789,42.809901,-84.7910537
Eagle,Eagle,NE,3.239,40.816629,-96.4304931
Eagleville,Eagleville,MO,3.424555553333333,40.4691664,-93.9871736
Earle,Earle,AR,3.36733333,35.270644,-90.4657018
Early,Early,IA,3.299,42.4613432,-95.1523131
Early,Early,TX,2.928999995,31.742096,-98.9456052
East Berlin,East Berlin,PA,4.294,39.937597,-76.9785892
East Bernstadt,East Bernstadt,KY,2.999,37.1895318,-84.1177098
East Brunswick,East Brunswick,NJ,3.899,40.4278841,-74.415984
East Dublin,East Dublin,GA,3.515666665,32.5482221,-82.8718084
East Earl,East Earl,PA,3.78566666,40.109181,-76.0271392
East Freedom,East Freedom,PA,4.099,40.3575744,-78.4297365
East Granby,East Granby,CT,3.649,41.9418011,-72.7275015
East Lyme,East Lyme,CT,3.759,41.3482141,-72.2092951
East Rutherford,East Rutherford,NJ,3.19233333,40.833989,-74.0970865
East Saint Louis,East Saint Louis,IL,3.5356666666666663,38.6268666,-90.159707
East Syracuse,East Syracuse,NY,3.799,43.0653446,-76.0785332
East Troy,East Troy,WI,3.128166665,42.7851871,-88.4054374
East Windsor,East Windsor,CT,4.049,41.9156394,-72.6129917
Eastaboga,Eastaboga,AL,3.099,33.6059367,-86.0213587
Eastland,Eastland,TX,2.93233333,32.2978594,-98.8630896
Eaton,Eaton,CO,3.399,40.5260483,-104.7113073
Eaton,Eaton,OH,3.4314999950000002,39.7439398,-84.6364891
Eatonton,Eatonton,GA,3.324,33.3267128,-83.388485
Eau Claire,Eau Claire,WI,3.4045555533333336,44.811349,-91.4984941
Ebensburg,Ebensburg,PA,3.524,40.4852783,-78.7248434
Ecru,Ecru,MS,3.799,34.3531595,-89.0231192
Eddyville,Eddyville,IA,3.379,41.1561503,-92.6381659
Eden,Eden,ID,3.799,42.6059001,-114.209645
Eden,Eden,TX,3.179,31.2161476,-99.8454772
Edenton,Edenton,NC,3.287,36.057938,-76.6077213
Edgar,Edgar,WI,3.559,44.922529,-89.9639464
Edgerton,Edgerton,KS,3.699,38.7647302,-95.0080224
Edgerton,Edgerton,WI,3.199,42.8334758,-89.0693988
Edgewood,Edgewood,MD,3.299,39.4209299,-76.2901568
Edinburg,Edinburg,TX,3.0463333280000002,26.3013982,-98.1624501
Edinburgh,Edinburgh,IN,3.359,39.3542176,-85.9666577
Edison,Edison,NJ,3.37233333,40.5005351,-74.3983939
Edmond,Edmond,OK,3.30566666,35.6571367,-97.4649038
Edmonton,Edmonton,AB,4.133674429166667,36.9800563,-85.6121906
Edon,Edon,OH,3.893166665,41.556367,-84.7690441
Edson,Edson,AB,4.735180215,44.9298654,-91.0348664
Edwards,Edwards,IL,3.599,38.410254,-88.0584362
Effingham,Effingham,IL,3.3720434782608697,39.0520902,-88.6029006
Egan,Egan,LA,3.3365,30.2368713,-92.505969
Ehrenberg,Ehrenberg,AZ,3.659,33.616227,-114.4789165
Eighty Four,Eighty Four,PA,4.999,40.1827171,-80.1331455
El Centro,El Centro,CA,4.6690000000000005,32.792,-115.563051
El Dorado,El Dorado,AR,3.5323333333333338,33.2115087,-92.6650144
El Dorado,El Dorado,KS,3.25566666,37.8173015,-96.8537388
El Paso,El Paso,IL,3.6390000000000002,40.7392018,-89.0164626
El Paso,El Paso,TX,3.0745555516666667,31.7601001,-106.4870476
El Reno,El Reno,OK,3.2714999999999996,35.532198,-97.9550578
Elberton,Elberton,GA,3.899,34.1112226,-82.8670839
Eldon,Eldon,MO,3.199,38.3494456,-92.5805241
Electra,Electra,TX,2.999,34.0320855,-98.9163686
Elgin,Elgin,IL,3.3890000000000002,42.03726,-88.2810994
Elgin,Elgin,NE,3.13733333,41.9832688,-98.08455
Elgin,Elgin,SC,3.42566666,34.1709826,-80.794252
Elgin,Elgin,TX,3.099,30.3495084,-97.371118
Elizabeth City,Elizabeth City,NC,3.499,36.3010192,-76.2203699
Elizabeth,Elizabeth,NJ,3.2656666666666667,40.6639916,-74.2107006
Elizabethport,Elizabethport,NJ,3.399,40.6501031,-74.1870888
Elizabethtown,Elizabethtown,KY,3.2590000000000003,37.693952,-85.8591285
Elk City,Elk City,OK,2.992666664,35.4140081,-99.4138648
Elk Grove Village,Elk Grove Village,IL,3.517333333333333,42.0035588,-88.0037711
Elk Point,Elk Point,SD,3.07233333,42.686532,-96.6829215
Elk River,Elk River,MN,3.29733333,45.3038538,-93.5671825
Elkhart,Elkhart,IN,3.7863333320000003,41.6012796,-85.8590603
Elkhorn,Elkhorn,WI,3.19483333,42.6719206,-88.543494
Elkin,Elkin,NC,2.859,36.2440504,-80.8507968
Elkins,Elkins,WV,3.499,38.925927,-79.8466552
Elko,Elko,NV,3.614,41.1958128,-115.3272864
Elkridge,Elkridge,MD,3.2990000000000004,39.1938632,-76.7420903
Elkton,Elkton,MD,4.584,39.6065073,-75.8330934
Ellabell,Ellabell,GA,3.2298333275,32.1235368,-81.4856673
Ellenboro,Ellenboro,WV,3.699,39.2645232,-81.0562217
Ellendale,Ellendale,MN,3.499,43.8728443,-93.3010744
Ellensburg,Ellensburg,WA,3.882636363636364,46.9970635,-120.545122
Ellenton,Ellenton,FL,3.439,27.517143,-82.548708
Ellenwood,Ellenwood,GA,3.0756666666666668,33.6101096,-84.287978
Ellis,Ellis,KS,3.656,38.915304,-99.3172531
Elliston,Elliston,VA,3.24233333,37.2152145,-80.2300592
Ellisville,Ellisville,MS,3.129,31.6047734,-89.195641
Ellsinore,Ellsinore,MO,3.4165,36.9342189,-90.7467876
Ellsworth,Ellsworth,IA,3.39233333,42.3120964,-93.5786963
Ellsworth,Ellsworth,KS,3.46566666,38.6942009,-98.2149289
Elm Creek,Elm Creek,NE,3.061777773333333,40.7174179,-99.3732957
Elmendorf,Elmendorf,TX,2.9206666649999997,29.2560731,-98.3327903
Elmira,Elmira,NY,3.899,42.0897965,-76.8077338
Eloy,Eloy,AZ,3.341333333,32.7551703,-111.553493
Elverson,Elverson,PA,3.889,40.1567641,-75.8327088
Elwood,Elwood,IL,3.5490000000000004,41.4039201,-88.1117242
Ely,Ely,NV,3.649,39.2480588,-114.891718
Elyria,Elyria,OH,3.729,41.3673191,-82.1073583
Emerson,Emerson,GA,2.88733333,34.1270427,-84.7554925
Emlenton,Emlenton,PA,4.03566666,41.1771825,-79.7099076
Emmetsburg,Emmetsburg,IA,3.449,43.1108076,-94.6781897
Emmitsburg,Emmitsburg,MD,3.91566666,39.7045417,-77.3269307
Emporia,Emporia,KS,3.2495555533333333,38.4040054,-96.181623
Emporia,Emporia,VA,3.36011111,36.6937606,-77.5357141
Encinal,Encinal,TX,3.392333333333333,28.0406329,-99.3552096
Endeavor,Endeavor,WI,3.17566666,43.7158123,-89.4662326
Enfield,Enfield,NH,3.499,43.6446871,-72.1435861
Enid,Enid,OK,3.2895555533333334,36.3967623,-97.8791341
Ennis,Ennis,TX,2.973666664,32.3293111,-96.6252679
Enoree,Enoree,SC,3.099,34.6565154,-81.9650977
Enterprise,Enterprise,AL,3.649,31.3151708,-85.8552161
Eolia,Eolia,MO,3.099,39.2358794,-91.0081918
Epping,Epping,NH,3.8981666649999998,43.0471211,-71.0758436
Erick,Erick,OK,3.20566666,35.212709,-99.8690567
Erie,Erie,CO,3.449,40.0502623,-105.049981
Erie,Erie,PA,4.104555553333333,42.1294712,-80.0852695
Erskine,Erskine,MN,3.399,47.6669831,-96.0099602
Escanaba,Escanaba,MI,3.399,45.7455707,-87.0647434
Estherville,Estherville,IA,3.33233333,43.4026638,-94.8363599
Etna,Etna,OH,3.46066666,39.957562,-82.6819548
Etters,Etters,PA,3.999,40.2245912,-76.8980809
Eufaula,Eufaula,OK,3.689,35.2873764,-95.5825302
Eunice,Eunice,LA,3.299,30.4943669,-92.4176324
Eunice,Eunice,NM,3.375666666666667,32.4388224,-103.159002
Eutaw,Eutaw,AL,3.13733333,32.8406848,-87.8875144
Evans,Evans,CO,3.17233333,40.3772168,-104.6977634
Evansdale,Evansdale,IA,3.754,42.4771838,-92.288411
Evanston,Evanston,WY,3.699,41.2682462,-110.963758
Evansville,Evansville,IN,3.729,37.970495,-87.5715641
Evansville,Evansville,WY,3.999,42.861429,-106.269533
Everett,Everett,PA,4.099,40.0114711,-78.3733484
Evergreen,Evergreen,AL,3.3689999999999998,31.4334994,-86.9569176
Evergreen,Evergreen,NC,3.159,34.2960019,-78.2177766
Eyota,Eyota,MN,3.61566666,43.9887507,-92.2292396
Fabens,Fabens,TX,3.23566666,31.5044312,-106.1508395
Fackler,Fackler,AL,3.199,34.7925827,-85.9099775
Fair Grove,Fair Grove,MO,3.1439999949999997,37.3839335,-93.1512961
Fair Haven,Fair Haven,VT,3.599,43.5947898,-73.2659674
Fair Play,Fair Play,SC,3.2106666649999998,34.5112129,-82.9854253
Fairborn,Fairborn,OH,3.679,39.8208998,-84.0193858
Fairburn,Fairburn,GA,3.199,33.5670562,-84.5810418
Fairfax,Fairfax,VA,4.059,38.8462236,-77.3063733
Fairfield,Fairfield,IL,3.7439999999999998,38.378937,-88.3597684
Fairfield,Fairfield,ME,3.899,44.588511,-69.599075
Fairfield,Fairfield,NJ,3.20233333,40.8837238,-74.3068718
Fairfield,Fairfield,TX,3.434,31.7244035,-96.1648789
Fairless Hills,Fairless Hills,PA,3.899,40.178142,-74.8564446
Fairmont,Fairmont,MN,3.349,43.6521775,-94.4610832
Fairmont,Fairmont,NE,3.28233333,40.6361358,-97.585282
Fairmont,Fairmont,WV,3.399,39.484898,-80.1426539
Fairview,Fairview,KS,3.299,39.841111,-95.728042
Fairview,Fairview,TN,3.18566666,35.9820074,-87.1213953
Falfurrias,Falfurrias,TX,3.2817777766666665,27.2247328,-98.1462397
Falkville,Falkville,AL,3.524,34.3684295,-86.908616
Fall River,Fall River,MA,3.949,41.7010642,-71.1546367
Falling Waters,Falling Waters,WV,3.849,39.565329,-77.8864762
Fallon,Fallon,NV,3.53733333,39.4745166,-118.777895
Falls City,Falls City,NE,3.239,40.0608106,-95.6018932
Falls Creek,Falls Creek,PA,3.30733333,41.1414445,-78.8057471
Fancy Gap,Fancy Gap,VA,3.29066666,36.6729305,-80.692906
Fargo,Fargo,ND,3.485666664,46.877229,-96.789821
Faribault,Faribault,MN,3.5915,43.6647961,-93.9510501
Farina,Farina,IL,3.149,38.8342128,-88.7722761
Farmer City,Farmer City,IL,3.3156666666666665,40.2433676,-88.6425668
Farmersville,Farmersville,IL,3.229,39.4433854,-89.6517619
Farmerville,Farmerville,LA,3.479,32.7747312,-92.4046686
Farmington,Farmington,ME,3.899,44.670628,-70.1514536
Farmington,Farmington,NM,3.75233333,36.7291152,-108.205445
Farmville,Farmville,NC,2.899,35.5954381,-77.5852496
Faucett,Faucett,MO,3.27233333,39.6006007,-94.801019
Fayetteville,Fayetteville,AR,3.349,36.0625843,-94.1574328
Fayetteville,Fayetteville,NC,3.4912222199999996,35.0525759,-78.878292
Fayetteville,Fayetteville,PA,3.859,39.913338,-77.5626132
Fayetteville,Fayetteville,TN,3.754,35.1520267,-86.5705509
Feasterville Trevose,Feasterville Trevose,PA,3.899,40.1514065,-74.9886785
Federal Way,Federal Way,WA,4.599,47.313494,-122.33931
Felton,Felton,DE,3.219,39.0084464,-75.5779807
Fennimore,Fennimore,WI,3.424,42.9836218,-90.6555931
Fenton,Fenton,MI,3.849,42.7978061,-83.7049498
Fenton,Fenton,MO,3.359,38.5131989,-90.4400578
Fergus Falls,Fergus Falls,MN,3.23566666,46.283015,-96.077558
Ferndale,Ferndale,WA,4.579000000000001,48.8466698,-122.589723
Fernley,Fernley,NV,3.91566666,39.6078829,-119.2506489
Ferrisburgh,Ferrisburgh,VT,3.599,44.2057119,-73.2462973
Fessenden,Fessenden,ND,3.531,47.649168,-99.629289
Fillmore,Fillmore,UT,3.468533332,38.9688118,-112.323587
Findlay,Findlay,OH,3.30733333,41.0413873,-83.6503982
Flagstaff,Flagstaff,AZ,3.6315,35.1987522,-111.651822
Flat Rock,Flat Rock,NC,2.849,35.271228,-82.441508
Flatonia,Flatonia,TX,3.140666665,29.6868046,-97.1071039
Fleetwood,Fleetwood,PA,3.83233333,40.4539828,-75.8179764
Flemington,Flemington,NJ,3.399,40.5130953,-74.8591333
Flint,Flint,MI,3.2350000000000003,43.0161693,-83.6900211
Flora Vista,Flora Vista,NM,3.719,36.7939546,-108.079821
Flora,Flora,IL,3.899,38.6689364,-88.4856042
Florence,Florence,KS,3.499,38.2444619,-96.9280787
Florence,Florence,KY,3.07066666,38.9989499,-84.6266111
Florence,Florence,MS,2.89733333,32.1534836,-90.1311971
Florence,Florence,SC,3.33733333,34.1984435,-79.7671658
Floresville,Floresville,TX,2.99566666,29.1335781,-98.1561192
Flowood,Flowood,MS,3.03233333,32.3092861,-90.1386811
Floyd,Floyd,IA,3.569,43.0587894,-92.7830539
Foley,Foley,AL,3.083999995,30.4065868,-87.6835974
Folkston,Folkston,GA,3.099,30.8305818,-82.0097846
Fond Du Lac,Fond Du Lac,WI,3.3617777733333334,43.7533414,-88.4493796
Forest City,Forest City,IA,3.449,43.2626747,-93.6376741
Forest City,Forest City,MO,3.339,39.9824969,-95.1919204
Forest Lake,Forest Lake,MN,3.3806666649999997,45.279106,-92.9851629
Forest Park,Forest Park,GA,3.109,33.6220542,-84.3690918
Forest,Forest,MS,3.569,32.3645888,-89.4742348
Foristell,Foristell,MO,2.97233333,38.8150501,-90.955972
Forrest City,Forrest City,AR,3.174,35.0081474,-90.7898342
Forsyth,Forsyth,GA,3.089,34.235309,-84.1335644
Fort Ann,Fort Ann,NY,3.8989999999999996,43.4143073,-73.4879808
Fort Atkinson,Fort Atkinson,WI,3.57733333,42.9288944,-88.8370509
Fort Bridger,Fort Bridger,WY,3.71566666,41.3167955,-110.3924852
Fort Collins,Fort Collins,CO,3.259,40.5871782,-105.0770113
Fort Dodge,Fort Dodge,IA,3.2345555533333332,42.5044017,-94.1910044
Fort Edward,Fort Edward,NY,3.769,43.267206,-73.584709
Fort Hall,Fort Hall,ID,3.519,43.0332482,-112.4383131
Fort Lauderdale,Fort Lauderdale,FL,3.71122222,26.1223084,-80.1433786
Fort Madison,Fort Madison,IA,3.399,40.6311415,-91.3084007
Fort Mill,Fort Mill,SC,3.38066666,35.0073697,-80.9450759
Fort Morgan,Fort Morgan,CO,3.439,40.2502582,-103.799951
Fort Myers,Fort Myers,FL,3.559,26.640628,-81.8723084
Fort Nelson,Fort Nelson,BC,4.818805098333333,28.1661516,-80.6835985
Fort Payne,Fort Payne,AL,3.564,34.4442547,-85.7196893
Fort Pierce,Fort Pierce,FL,3.4976666640000005,27.4467056,-80.3256056
Fort Pierre,Fort Pierre,SD,3.399,44.35352,-100.373824
Fort Scott,Fort Scott,KS,3.199,37.8399791,-94.7082882
Fort Smith,Fort Smith,AR,3.399,35.3880338,-94.4265011
Fort St John,Fort St John,BC,4.354311936666666,30.306965,-90.9196804
Fort Stockton,Fort Stockton,TX,3.349,30.891901,-102.883662
Fort Valley,Fort Valley,GA,3.18233333,32.5537585,-83.8874084
Fort Wayne,Fort Wayne,IN,3.6866190457142856,41.0799898,-85.1386015
Fort Worth,Fort Worth,TX,3.00483333,32.753177,-97.3327459
Fortson,Fortson,GA,3.399,33.3778914,-84.2888119
Fountain Inn,Fountain Inn,SC,3.066499995,34.6925263,-82.1987922
Fountain,Fountain,CO,3.299,38.682219,-104.7008056
Fowler,Fowler,IN,3.699,40.6167044,-87.3208519
Fowlerville,Fowlerville,MI,3.749,42.6605894,-84.0730142
Fox Lake,Fox Lake,WI,3.24566666,43.565543,-88.9064984
Framingham,Framingham,MA,4.06566666,42.2773177,-71.4165905
Francis Creek,Francis Creek,WI,3.384,44.199439,-87.7214755
Frankfort,Frankfort,IL,3.411857142857143,41.4979467,-87.8495946
Frankfort,Frankfort,IN,3.549,40.2797657,-86.5108244
Frankfort,Frankfort,KY,2.919,38.2009055,-84.8732836
Franklin Park,Franklin Park,IL,3.4189999999999996,41.9353084,-87.865618
Franklin,Franklin,ID,3.579,42.1093652,-111.8203389
Franklin,Franklin,KY,3.081333332,38.2520423,-84.8633812
Franklin,Franklin,LA,3.649,32.1254252,-91.6778053
Franklin,Franklin,OH,3.35233333,39.5589474,-84.3041074
Franklin,Franklin,TN,3.839,35.925206,-86.8689419
Franklin,Franklin,TX,3.194,33.2002659,-95.2231752
Franklin,Franklin,VA,3.594,37.0527719,-79.8813093
Franklinville,Franklinville,NJ,3.169,39.617641,-75.072458
Franksville,Franksville,WI,3.889,42.7600188,-87.9134133
Frederick,Frederick,MD,3.6990000000000003,39.415779,-77.4127562
Fredericksburg,Fredericksburg,VA,3.6480740733333334,38.3031837,-77.4605399
Fredericktown,Fredericktown,MO,2.99066666,37.5597754,-90.294007
Fredonia,Fredonia,KS,3.299,37.5339386,-95.8266483
Freeman,Freeman,SD,3.299,43.352487,-97.437286
Freer,Freer,TX,3.099,27.8781306,-98.6142095
Fremont,Fremont,IN,3.849,41.7308834,-84.9327395
Fremont,Fremont,NE,3.33233333,41.4338363,-96.4960449
Fremont,Fremont,OH,3.38233333,41.3473413,-83.1134972
Fremont,Fremont,WI,3.399,44.271989,-88.8505115
Friendship,Friendship,WI,3.274,43.9716638,-89.8161783
Frierson,Frierson,LA,3.259,32.2518252,-93.6899007
Friona,Friona,TX,2.9965,34.6396312,-102.72117
Fritch,Fritch,TX,3.149,35.6397656,-101.603228
Front Royal,Front Royal,VA,3.6123333300000002,38.9179069,-78.1918077
Fruita,Fruita,CO,3.399,39.1588826,-108.7336414
Fruitland,Fruitland,ID,3.3689999966666666,44.0088935,-116.916414
Fulton,Fulton,MO,3.299,38.8467082,-91.9479586
Fultonville,Fultonville,NY,3.455666666666666,42.9478324,-74.3701925
Gadsden,Gadsden,AL,3.499,34.0128323,-86.0030251
Gaffney,Gaffney,SC,3.2728888866666668,35.0717945,-81.6498195
Gainesville,Gainesville,FL,3.899,29.6519684,-82.3249846
Gainesville,Gainesville,GA,3.3367777733333335,34.2978794,-83.8240663
Gainesville,Gainesville,TX,3.0501111066666664,33.6248484,-97.142753
Gaithersburg,Gaithersburg,MD,3.759,39.1399187,-77.1929215
Galatia,Galatia,IL,3.559,37.8406038,-88.6092215
Galesburg,Galesburg,IL,3.499,40.9475652,-90.3712169
Galion,Galion,OH,3.499,40.733795,-82.7896471
Gallatin,Gallatin,MO,3.299,39.9148326,-93.9622221
Galliano,Galliano,LA,3.499,29.4398705,-90.3075906
Gallipolis,Gallipolis,OH,3.54066666,38.809803,-82.2023691
Gallup,Gallup,NM,3.278666664,35.5283506,-108.743907
Gansevoort,Gansevoort,NY,3.7715,43.1962051,-73.6513967
Gap,Gap,PA,3.9989999999999997,39.989477,-76.0173511
Garden City,Garden City,KS,3.596916665,37.9716898,-100.8726618
Gardner,Gardner,KS,2.999,38.8109254,-94.9272958
Gardnerville,Gardnerville,NV,3.699,38.937887,-119.7407927
Garland,Garland,TX,2.9423333300000003,32.912624,-96.6388833
Garner,Garner,IA,3.399,43.102147,-93.6020069
Garner,Garner,NC,3.1945555533333336,35.7112642,-78.6141709
Garnett,Garnett,KS,3.319,38.2805772,-95.2419192
Gary,Gary,IN,3.7680476157142855,41.6020962,-87.3370646
Garyville,Garyville,LA,3.199,30.0701655,-90.6301548
Gas City,Gas City,IN,3.639,40.4880229,-85.6125667
Gassaway,Gassaway,WV,3.56566666,38.6732278,-80.7746622
Gassville,Gassville,AR,3.695,36.2831238,-92.4940505
Gaston,Gaston,IN,3.53566666,40.3139311,-85.5005278
Gaston,Gaston,SC,3.199,33.8170974,-81.1009286
Gastonia,Gastonia,NC,3.264,35.2622654,-81.1838186
Gatesville,Gatesville,TX,2.986499995,31.4351645,-97.743911
Gaylord,Gaylord,MI,3.8089999999999997,45.027513,-84.674752
Gaylord,Gaylord,MN,3.46566666,44.5530251,-94.2205889
Geary,Geary,OK,3.13233333,35.6302132,-98.3184548
Geneseo,Geneseo,IL,3.269,41.4525168,-90.1548364
Geneva,Geneva,IN,3.594,40.5924473,-84.9612944
Geneva,Geneva,NE,3.36566666,40.5257539,-97.6027667
Geneva,Geneva,OH,3.15233333,41.8052539,-80.9476206
Genoa,Genoa,NE,3.289,41.4486334,-97.7307364
Genoa,Genoa,OH,3.66233333,41.5181064,-83.359094
George West,George West,TX,3.1394166649999997,28.3318242,-98.1171612
George,George,WA,3.694,47.0807166,-119.85709
Georgetown,Georgetown,IN,3.799,38.2945488,-85.975447
Georgetown,Georgetown,KY,3.20566666,38.2099837,-84.5597128
Georgetown,Georgetown,SC,2.9623333333333335,33.4392245,-79.3343041
Georgetown,Georgetown,TX,2.8489999966666666,30.6370152,-97.6775634
Gettysburg,Gettysburg,PA,3.899,39.8308973,-77.231012
Gibbon,Gibbon,NE,3.174,40.749069,-98.845653
Giddings,Giddings,TX,3.279,30.1830498,-96.9366112
Gila Bend,Gila Bend,AZ,3.661,32.9476184,-112.7144993
Gilbert,Gilbert,SC,3.079,33.9243121,-81.3937132
Gilberts,Gilberts,IL,3.279,42.1034365,-88.3745145
Gillette,Gillette,WY,3.4917777766666664,44.290635,-105.501876
Gilman,Gilman,IL,3.319,40.7667015,-87.992262
Girard,Girard,OH,3.38122222,41.1540381,-80.7009406
Glade Spring,Glade Spring,VA,3.58733333,36.791225,-81.7712324
Gladstone,Gladstone,VA,3.439,37.5468094,-78.8494619
Glasgow,Glasgow,MO,3.3965,39.2263965,-92.8470016
Glen Burnie,Glen Burnie,MD,3.699,39.1595439,-76.6151514
Glen Rose,Glen Rose,TX,3.589,32.2340767,-97.7550003
Glencoe,Glencoe,KY,3.16566666,38.7145093,-84.8227255
Glencoe,Glencoe,MN,3.524,44.7691886,-94.1515671
Glendale,Glendale,AZ,4.024,33.5386858,-112.185994
Glendale,Glendale,KY,3.604,37.6017278,-85.9055189
Glendive,Glendive,MT,3.439,47.10529,-104.71246
Glenmont,Glenmont,NY,3.749,42.604802,-73.7695658
Globe,Globe,AZ,4.299,33.3959139,-110.7871744
Gloucester,Gloucester,ON,3.773682186666667,38.8035399,-76.5135512
Glyndon,Glyndon,MN,3.449,46.87524,-96.578963
Godley,Godley,TX,2.98233333,32.449029,-97.5266886
Golden,Golden,CO,3.199,39.7546349,-105.22058
Goldsboro,Goldsboro,NC,3.510666663333333,35.3848841,-77.9927651
Goldthwaite,Goldthwaite,TX,3.099,31.4508098,-98.570017
Gonzales,Gonzales,LA,3.17233333,30.2385294,-90.9200987
Gonzales,Gonzales,TX,2.8595555533333332,29.4436555,-97.5108636
Goodfield,Goodfield,IL,3.659,40.6297593,-89.2748084
Goodland,Goodland,KS,3.073166665,39.350833,-101.710172
